Order ID,Order Date,Customer,City,Country,Product Name,Product Category,Unit Price,Quantity,Discount,Freight,Sales Rep
10414,1/14/1997,Familia Arquibaldo,Sao Paulo,Brazil,Geitost,Dairy Products,2,50,0,21.48,Andrew Fuller
10415,1/15/1997,Hungry Coyote Import Store,Elgin,USA,Alice Mutton,Meat/Poultry,31.2,2,0,0.2,Janet Leverling
10415,1/15/1997,Hungry Coyote Import Store,Elgin,USA,Geitost,Dairy Products,2,20,0,0.2,Janet Leverling
10416,1/16/1997,Wartian Herkku,Oulu,Finland,Teatime Chocolate Biscuits,Confections,7.3,20,0,22.72,Laura Callahan
10416,1/16/1997,Wartian Herkku,Oulu,Finland,Perth Pasties,Meat/Poultry,26.2,10,0,22.72,Laura Callahan
10416,1/16/1997,Wartian Herkku,Oulu,Finland,Ravioli Angelo,Grains/Cereals,15.6,20,0,22.72,Laura Callahan
10417,1/16/1997,Simons bistro,Kobenhavn,Denmark,Côte de Blaye,Beverages,210.8,50,0,70.29,Margaret Peacock
10417,1/16/1997,Simons bistro,Kobenhavn,Denmark,Spegesild,Seafood,9.6,2,0.25,70.29,Margaret Peacock
10417,1/16/1997,Simons bistro,Kobenhavn,Denmark,Scottish Longbreads,Confections,10,36,0.25,70.29,Margaret Peacock
10417,1/16/1997,Simons bistro,Kobenhavn,Denmark,Original Frankfurter grüne Soße,Condiments,10.4,35,0,70.29,Margaret Peacock
10418,1/17/1997,QUICK-Stop,Cunewalde,Germany,Chang,Beverages,15.2,60,0,17.55,Margaret Peacock
10418,1/17/1997,QUICK-Stop,Cunewalde,Germany,Zaanse koeken,Confections,7.6,55,0,17.55,Margaret Peacock
10418,1/17/1997,QUICK-Stop,Cunewalde,Germany,Sirop d'érable,Condiments,22.8,16,0,17.55,Margaret Peacock
10418,1/17/1997,QUICK-Stop,Cunewalde,Germany,Longlife Tofu,Produce,8,15,0,17.55,Margaret Peacock
10419,1/20/1997,Richter Supermarkt,Genève,Switzerland,Camembert Pierrot,Dairy Products,27.2,60,0.05,137.35,Margaret Peacock
10419,1/20/1997,Richter Supermarkt,Genève,Switzerland,Gudbrandsdalsost,Dairy Products,28.8,20,0.05,137.35,Margaret Peacock
10420,1/21/1997,Wellington Importadora,Resende,Brazil,Mishi Kobe Niku,Meat/Poultry,77.6,20,0.1,44.12,Janet Leverling
10420,1/21/1997,Wellington Importadora,Resende,Brazil,Konbu,Seafood,4.8,2,0.1,44.12,Janet Leverling
10420,1/21/1997,Wellington Importadora,Resende,Brazil,Outback Lager,Beverages,12,8,0.1,44.12,Janet Leverling
10420,1/21/1997,Wellington Importadora,Resende,Brazil,Röd Kaviar,Seafood,12,20,0.1,44.12,Janet Leverling
10421,1/21/1997,Que Delícia,Rio de Janeiro,Brazil,Teatime Chocolate Biscuits,Confections,7.3,4,0.15,99.23,Laura Callahan
10421,1/21/1997,Que Delícia,Rio de Janeiro,Brazil,Gumbär Gummibärchen,Confections,24.9,30,0,99.23,Laura Callahan
10421,1/21/1997,Que Delícia,Rio de Janeiro,Brazil,Perth Pasties,Meat/Poultry,26.2,15,0.15,99.23,Laura Callahan
10421,1/21/1997,Que Delícia,Rio de Janeiro,Brazil,Original Frankfurter grüne Soße,Condiments,10.4,10,0.15,99.23,Laura Callahan
10422,1/22/1997,Franchi S.p.A.,Torino,Italy,Gumbär Gummibärchen,Confections,24.9,2,0,3.02,Andrew Fuller
10423,1/23/1997,Gourmet Lanchonetes,Campinas,Brazil,Gorgonzola Telino,Dairy Products,10,14,0,24.5,Michael Suyama
10423,1/23/1997,Gourmet Lanchonetes,Campinas,Brazil,Raclette Courdavault,Dairy Products,44,20,0,24.5,Michael Suyama
10424,1/23/1997,Mère Paillarde,Montréal,Canada,Steeleye Stout,Beverages,14.4,60,0.2,370.61,Robert King
10424,1/23/1997,Mère Paillarde,Montréal,Canada,Côte de Blaye,Beverages,210.8,49,0.2,370.61,Robert King
10424,1/23/1997,Mère Paillarde,Montréal,Canada,Scottish Longbreads,Confections,10,30,0.2,370.61,Robert King
10425,1/24/1997,La maison d'Asie,Toulouse,France,Pâté chinois,Meat/Poultry,19.2,10,0.25,7.93,Michael Suyama
10425,1/24/1997,La maison d'Asie,Toulouse,France,Lakkalikööri,Beverages,14.4,20,0.25,7.93,Michael Suyama
10426,1/27/1997,Galería del gastrónomo,Barcelona,Spain,Gnocchi di nonna Alice,Grains/Cereals,30.4,5,0,18.69,Margaret Peacock
10426,1/27/1997,Galería del gastrónomo,Barcelona,Spain,Wimmers gute Semmelknödel,Grains/Cereals,26.6,7,0,18.69,Margaret Peacock
10427,1/27/1997,Piccolo und mehr,Salzburg,Austria,Tofu,Produce,18.6,35,0,31.29,Margaret Peacock
10428,1/28/1997,Reggiani Caseifici,Reggio Emilia,Italy,Spegesild,Seafood,9.6,20,0,11.09,Robert King
10429,1/29/1997,Hungry Owl All-Night Grocers,Cork,Ireland,Valkoinen suklaa,Confections,13,40,0,56.63,Janet Leverling
10429,1/29/1997,Hungry Owl All-Night Grocers,Cork,Ireland,Vegie-spread,Condiments,35.1,35,0.25,56.63,Janet Leverling
10430,1/30/1997,Ernst Handel,Graz,Austria,Alice Mutton,Meat/Poultry,31.2,45,0.2,458.78,Margaret Peacock
10430,1/30/1997,Ernst Handel,Graz,Austria,Sir Rodney's Scones,Confections,8,50,0,458.78,Margaret Peacock
10430,1/30/1997,Ernst Handel,Graz,Austria,Gnocchi di nonna Alice,Grains/Cereals,30.4,30,0,458.78,Margaret Peacock
10430,1/30/1997,Ernst Handel,Graz,Austria,Raclette Courdavault,Dairy Products,44,70,0.2,458.78,Margaret Peacock
10431,1/30/1997,Bottom-Dollar Markets,Tsawassen,Canada,Alice Mutton,Meat/Poultry,31.2,50,0.25,44.17,Margaret Peacock
10431,1/30/1997,Bottom-Dollar Markets,Tsawassen,Canada,Boston Crab Meat,Seafood,14.7,50,0.25,44.17,Margaret Peacock
10431,1/30/1997,Bottom-Dollar Markets,Tsawassen,Canada,Zaanse koeken,Confections,7.6,30,0.25,44.17,Margaret Peacock
10432,1/31/1997,Split Rail Beer & Ale,Lander,USA,Gumbär Gummibärchen,Confections,24.9,10,0,4.34,Janet Leverling
10432,1/31/1997,Split Rail Beer & Ale,Lander,USA,Tourtière,Meat/Poultry,5.9,40,0,4.34,Janet Leverling
10433,2/3/1997,Princesa Isabel Vinhos,Lisboa,Portugal,Gnocchi di nonna Alice,Grains/Cereals,30.4,28,0,73.83,Janet Leverling
10434,2/3/1997,Folk och fä HB,Bräcke,Sweden,Queso Cabrales,Dairy Products,16.8,6,0,17.92,Janet Leverling
10434,2/3/1997,Folk och fä HB,Bräcke,Sweden,Lakkalikööri,Beverages,14.4,18,0.15,17.92,Janet Leverling
10435,2/4/1997,Consolidated Holdings,London,UK,Chang,Beverages,15.2,10,0,9.21,Laura Callahan
10435,2/4/1997,Consolidated Holdings,London,UK,Gustaf's Knäckebröd,Grains/Cereals,16.8,12,0,9.21,Laura Callahan
10435,2/4/1997,Consolidated Holdings,London,UK,Mozzarella di Giovanni,Dairy Products,27.8,10,0,9.21,Laura Callahan
10436,2/5/1997,Blondesddsl père et fils,Strasbourg,France,Spegesild,Seafood,9.6,5,0,156.66,Janet Leverling
10436,2/5/1997,Blondesddsl père et fils,Strasbourg,France,Gnocchi di nonna Alice,Grains/Cereals,30.4,40,0.1,156.66,Janet Leverling
10436,2/5/1997,Blondesddsl père et fils,Strasbourg,France,Wimmers gute Semmelknödel,Grains/Cereals,26.6,30,0.1,156.66,Janet Leverling
10436,2/5/1997,Blondesddsl père et fils,Strasbourg,France,Rhönbräu Klosterbier,Beverages,6.2,24,0.1,156.66,Janet Leverling
10437,2/5/1997,Wartian Herkku,Oulu,Finland,Perth Pasties,Meat/Poultry,26.2,15,0,19.97,Laura Callahan
10438,2/6/1997,Toms Spezialitäten,Münster,Germany,Teatime Chocolate Biscuits,Confections,7.3,15,0.2,8.24,Janet Leverling
10438,2/6/1997,Toms Spezialitäten,Münster,Germany,Sasquatch Ale,Beverages,11.2,20,0.2,8.24,Janet Leverling
10438,2/6/1997,Toms Spezialitäten,Münster,Germany,Ravioli Angelo,Grains/Cereals,15.6,15,0.2,8.24,Janet Leverling
10439,2/7/1997,Mère Paillarde,Montréal,Canada,Queso Manchego La Pastora,Dairy Products,30.4,15,0,4.07,Michael Suyama
10439,2/7/1997,Mère Paillarde,Montréal,Canada,Pavlova,Confections,13.9,16,0,4.07,Michael Suyama
10439,2/7/1997,Mère Paillarde,Montréal,Canada,Wimmers gute Semmelknödel,Grains/Cereals,26.6,6,0,4.07,Michael Suyama
10439,2/7/1997,Mère Paillarde,Montréal,Canada,Longlife Tofu,Produce,8,30,0,4.07,Michael Suyama
10440,2/10/1997,Save-a-lot Markets,Boise,USA,Chang,Beverages,15.2,45,0.15,86.53,Margaret Peacock
10440,2/10/1997,Save-a-lot Markets,Boise,USA,Pavlova,Confections,13.9,49,0.15,86.53,Margaret Peacock
10440,2/10/1997,Save-a-lot Markets,Boise,USA,Thüringer Rostbratwurst,Meat/Poultry,99,24,0.15,86.53,Margaret Peacock
10440,2/10/1997,Save-a-lot Markets,Boise,USA,Sirop d'érable,Condiments,22.8,90,0.15,86.53,Margaret Peacock
10441,2/10/1997,Old World Delicatessen,Anchorage,USA,Schoggi Schokolade,Confections,35.1,50,0,73.02,Janet Leverling
10442,2/11/1997,Ernst Handel,Graz,Austria,Queso Cabrales,Dairy Products,16.8,30,0,47.94,Janet Leverling
10442,2/11/1997,Ernst Handel,Graz,Austria,Tourtière,Meat/Poultry,5.9,80,0,47.94,Janet Leverling
10442,2/11/1997,Ernst Handel,Graz,Austria,Louisiana Hot Spiced Okra,Condiments,13.6,60,0,47.94,Janet Leverling
10443,2/12/1997,Reggiani Caseifici,Reggio Emilia,Italy,Queso Cabrales,Dairy Products,16.8,6,0.2,13.95,Laura Callahan
10443,2/12/1997,Reggiani Caseifici,Reggio Emilia,Italy,Rössle Sauerkraut,Produce,36.4,12,0,13.95,Laura Callahan
10444,2/12/1997,Berglunds snabbköp,Luleå,Sweden,Alice Mutton,Meat/Poultry,31.2,10,0,3.5,Janet Leverling
10444,2/12/1997,Berglunds snabbköp,Luleå,Sweden,Gumbär Gummibärchen,Confections,24.9,15,0,3.5,Janet Leverling
10444,2/12/1997,Berglunds snabbköp,Luleå,Sweden,Steeleye Stout,Beverages,14.4,8,0,3.5,Janet Leverling
10444,2/12/1997,Berglunds snabbköp,Luleå,Sweden,Jack's New England Clam Chowder,Seafood,7.7,30,0,3.5,Janet Leverling
10445,2/13/1997,Berglunds snabbköp,Luleå,Sweden,Chartreuse verte,Beverages,14.4,6,0,9.3,Janet Leverling
10445,2/13/1997,Berglunds snabbköp,Luleå,Sweden,Tourtière,Meat/Poultry,5.9,15,0,9.3,Janet Leverling
10446,2/14/1997,Toms Spezialitäten,Münster,Germany,Teatime Chocolate Biscuits,Confections,7.3,12,0.1,14.68,Michael Suyama
10446,2/14/1997,Toms Spezialitäten,Münster,Germany,Guaraná Fantástica,Beverages,3.6,20,0.1,14.68,Michael Suyama
10446,2/14/1997,Toms Spezialitäten,Münster,Germany,Gorgonzola Telino,Dairy Products,10,3,0.1,14.68,Michael Suyama
10446,2/14/1997,Toms Spezialitäten,Münster,Germany,Filo Mix,Grains/Cereals,5.6,15,0.1,14.68,Michael Suyama
10447,2/14/1997,Ricardo Adocicados,Rio de Janeiro,Brazil,Teatime Chocolate Biscuits,Confections,7.3,40,0,68.66,Margaret Peacock
10447,2/14/1997,Ricardo Adocicados,Rio de Janeiro,Brazil,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,35,0,68.66,Margaret Peacock
10447,2/14/1997,Ricardo Adocicados,Rio de Janeiro,Brazil,Flotemysost,Dairy Products,17.2,2,0,68.66,Margaret Peacock
10448,2/17/1997,Rancho grande,Buenos Aires,Argentina,Gumbär Gummibärchen,Confections,24.9,6,0,38.82,Margaret Peacock
10448,2/17/1997,Rancho grande,Buenos Aires,Argentina,Boston Crab Meat,Seafood,14.7,20,0,38.82,Margaret Peacock
10449,2/18/1997,Blondesddsl père et fils,Strasbourg,France,Ikura,Seafood,24.8,14,0,53.3,Janet Leverling
10449,2/18/1997,Blondesddsl père et fils,Strasbourg,France,Filo Mix,Grains/Cereals,5.6,20,0,53.3,Janet Leverling
10449,2/18/1997,Blondesddsl père et fils,Strasbourg,France,Tarte au sucre,Confections,39.4,35,0,53.3,Janet Leverling
10450,2/19/1997,Victuailles en stock,Lyon,France,Ikura,Seafood,24.8,20,0.2,7.23,Laura Callahan
10450,2/19/1997,Victuailles en stock,Lyon,France,Tourtière,Meat/Poultry,5.9,6,0.2,7.23,Laura Callahan
10451,2/19/1997,QUICK-Stop,Cunewalde,Germany,Pâté chinois,Meat/Poultry,19.2,120,0.1,189.09,Margaret Peacock
10451,2/19/1997,QUICK-Stop,Cunewalde,Germany,Wimmers gute Semmelknödel,Grains/Cereals,26.6,35,0.1,189.09,Margaret Peacock
10451,2/19/1997,QUICK-Stop,Cunewalde,Germany,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,28,0.1,189.09,Margaret Peacock
10451,2/19/1997,QUICK-Stop,Cunewalde,Germany,Original Frankfurter grüne Soße,Condiments,10.4,55,0.1,189.09,Margaret Peacock
10452,2/20/1997,Save-a-lot Markets,Boise,USA,Rössle Sauerkraut,Produce,36.4,15,0,140.26,Laura Callahan
10452,2/20/1997,Save-a-lot Markets,Boise,USA,Gula Malacca,Condiments,15.5,100,0.05,140.26,Laura Callahan
10453,2/21/1997,Around the Horn,London,UK,Chocolade,Confections,10.2,15,0.1,25.36,Nancy Davolio
10453,2/21/1997,Around the Horn,London,UK,Outback Lager,Beverages,12,25,0.1,25.36,Nancy Davolio
10454,2/21/1997,La maison d'Asie,Toulouse,France,Pavlova,Confections,13.9,20,0.2,2.74,Margaret Peacock
10454,2/21/1997,La maison d'Asie,Toulouse,France,Geitost,Dairy Products,2,20,0.2,2.74,Margaret Peacock
10454,2/21/1997,La maison d'Asie,Toulouse,France,Spegesild,Seafood,9.6,10,0.2,2.74,Margaret Peacock
10455,2/24/1997,Wartian Herkku,Oulu,Finland,Chartreuse verte,Beverages,14.4,20,0,180.45,Laura Callahan
10455,2/24/1997,Wartian Herkku,Oulu,Finland,Perth Pasties,Meat/Poultry,26.2,50,0,180.45,Laura Callahan
10455,2/24/1997,Wartian Herkku,Oulu,Finland,Sirop d'érable,Condiments,22.8,25,0,180.45,Laura Callahan
10455,2/24/1997,Wartian Herkku,Oulu,Finland,Flotemysost,Dairy Products,17.2,30,0,180.45,Laura Callahan
10456,2/25/1997,Königlich Essen,Brandenburg,Germany,Sir Rodney's Scones,Confections,8,40,0.15,8.12,Laura Callahan
10456,2/25/1997,Königlich Essen,Brandenburg,Germany,Maxilaku,Confections,16,21,0.15,8.12,Laura Callahan
10457,2/25/1997,Königlich Essen,Brandenburg,Germany,Raclette Courdavault,Dairy Products,44,36,0,11.57,Andrew Fuller
10458,2/26/1997,Suprêmes délices,Charleroi,Belgium,Gumbär Gummibärchen,Confections,24.9,30,0,147.06,Robert King
10458,2/26/1997,Suprêmes délices,Charleroi,Belgium,Rössle Sauerkraut,Produce,36.4,30,0,147.06,Robert King
10458,2/26/1997,Suprêmes délices,Charleroi,Belgium,Ipoh Coffee,Beverages,36.8,20,0,147.06,Robert King
10458,2/26/1997,Suprêmes délices,Charleroi,Belgium,Gnocchi di nonna Alice,Grains/Cereals,30.4,15,0,147.06,Robert King
10458,2/26/1997,Suprêmes délices,Charleroi,Belgium,Flotemysost,Dairy Products,17.2,50,0,147.06,Robert King
10459,2/27/1997,Victuailles en stock,Lyon,France,Uncle Bob's Organic Dried Pears,Produce,24,16,0.05,25.09,Margaret Peacock
10459,2/27/1997,Victuailles en stock,Lyon,France,Spegesild,Seafood,9.6,20,0.05,25.09,Margaret Peacock
10459,2/27/1997,Victuailles en stock,Lyon,France,Mozzarella di Giovanni,Dairy Products,27.8,40,0,25.09,Margaret Peacock
10460,2/28/1997,Folk och fä HB,Bräcke,Sweden,Scottish Longbreads,Confections,10,21,0.25,16.27,Laura Callahan
10460,2/28/1997,Folk och fä HB,Bräcke,Sweden,Rhönbräu Klosterbier,Beverages,6.2,4,0.25,16.27,Laura Callahan
10461,2/28/1997,LILA-Supermercado,Barquisimeto,Venezuela,Sir Rodney's Scones,Confections,8,40,0.25,148.61,Nancy Davolio
10461,2/28/1997,LILA-Supermercado,Barquisimeto,Venezuela,Nord-Ost Matjeshering,Seafood,20.7,28,0.25,148.61,Nancy Davolio
10461,2/28/1997,LILA-Supermercado,Barquisimeto,Venezuela,Pâté chinois,Meat/Poultry,19.2,60,0.25,148.61,Nancy Davolio
10462,3/3/1997,Consolidated Holdings,London,UK,Konbu,Seafood,4.8,1,0,6.17,Andrew Fuller
10462,3/3/1997,Consolidated Holdings,London,UK,Tunnbröd,Grains/Cereals,7.2,21,0,6.17,Andrew Fuller
10463,3/4/1997,Suprêmes délices,Charleroi,Belgium,Teatime Chocolate Biscuits,Confections,7.3,21,0,14.78,Steven Buchanan
10463,3/4/1997,Suprêmes délices,Charleroi,Belgium,Singaporean Hokkien Fried Mee,Grains/Cereals,11.2,50,0,14.78,Steven Buchanan
10464,3/4/1997,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,Chef Anton's Cajun Seasoning,Condiments,17.6,16,0.2,89,Margaret Peacock
10464,3/4/1997,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,Ipoh Coffee,Beverages,36.8,3,0,89,Margaret Peacock
10464,3/4/1997,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,Gnocchi di nonna Alice,Grains/Cereals,30.4,30,0.2,89,Margaret Peacock
10464,3/4/1997,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,Camembert Pierrot,Dairy Products,27.2,20,0,89,Margaret Peacock
10465,3/5/1997,Vaffeljernet,Århus,Denmark,Guaraná Fantástica,Beverages,3.6,25,0,145.04,Nancy Davolio
10465,3/5/1997,Vaffeljernet,Århus,Denmark,Thüringer Rostbratwurst,Meat/Poultry,99,18,0.1,145.04,Nancy Davolio
10465,3/5/1997,Vaffeljernet,Århus,Denmark,Boston Crab Meat,Seafood,14.7,20,0,145.04,Nancy Davolio
10465,3/5/1997,Vaffeljernet,Århus,Denmark,Rogede sild,Seafood,7.6,30,0.1,145.04,Nancy Davolio
10465,3/5/1997,Vaffeljernet,Århus,Denmark,Valkoinen suklaa,Confections,13,25,0,145.04,Nancy Davolio
10466,3/6/1997,Comércio Mineiro,Sao Paulo,Brazil,Queso Cabrales,Dairy Products,16.8,10,0,11.93,Margaret Peacock
10466,3/6/1997,Comércio Mineiro,Sao Paulo,Brazil,Spegesild,Seafood,9.6,5,0,11.93,Margaret Peacock
10467,3/6/1997,Magazzini Alimentari Riuniti,Bergamo,Italy,Guaraná Fantástica,Beverages,3.6,28,0,4.93,Laura Callahan
10467,3/6/1997,Magazzini Alimentari Riuniti,Bergamo,Italy,NuNuCa Nuß-Nougat-Creme,Confections,11.2,12,0,4.93,Laura Callahan
10468,3/7/1997,Königlich Essen,Brandenburg,Germany,Nord-Ost Matjeshering,Seafood,20.7,8,0,44.12,Janet Leverling
10468,3/7/1997,Königlich Essen,Brandenburg,Germany,Ipoh Coffee,Beverages,36.8,15,0,44.12,Janet Leverling
10469,3/10/1997,White Clover Markets,Seattle,USA,Chang,Beverages,15.2,40,0.15,60.18,Nancy Davolio
10469,3/10/1997,White Clover Markets,Seattle,USA,Pavlova,Confections,13.9,35,0.15,60.18,Nancy Davolio
10469,3/10/1997,White Clover Markets,Seattle,USA,Gula Malacca,Condiments,15.5,2,0.15,60.18,Nancy Davolio
10470,3/11/1997,Bon app',Marseille,France,Carnarvon Tigers,Seafood,50,30,0,64.56,Margaret Peacock
10470,3/11/1997,Bon app',Marseille,France,Tunnbröd,Grains/Cereals,7.2,15,0,64.56,Margaret Peacock
10470,3/11/1997,Bon app',Marseille,France,Wimmers gute Semmelknödel,Grains/Cereals,26.6,8,0,64.56,Margaret Peacock
10471,3/11/1997,B's Beverages,London,UK,Uncle Bob's Organic Dried Pears,Produce,24,30,0,45.59,Andrew Fuller
10471,3/11/1997,B's Beverages,London,UK,Gnocchi di nonna Alice,Grains/Cereals,30.4,20,0,45.59,Andrew Fuller
10472,3/12/1997,Seven Seas Imports,London,UK,Guaraná Fantástica,Beverages,3.6,80,0.05,4.2,Laura Callahan
10472,3/12/1997,Seven Seas Imports,London,UK,Manjimup Dried Apples,Produce,42.4,18,0,4.2,Laura Callahan
10473,3/13/1997,Island Trading,Cowes,UK,Geitost,Dairy Products,2,12,0,16.37,Nancy Davolio
10473,3/13/1997,Island Trading,Cowes,UK,Flotemysost,Dairy Products,17.2,12,0,16.37,Nancy Davolio
10474,3/13/1997,Pericles Comidas clásicas,México D.F.,Mexico,Tofu,Produce,18.6,12,0,83.49,Steven Buchanan
10474,3/13/1997,Pericles Comidas clásicas,México D.F.,Mexico,Rössle Sauerkraut,Produce,36.4,18,0,83.49,Steven Buchanan
10474,3/13/1997,Pericles Comidas clásicas,México D.F.,Mexico,Boston Crab Meat,Seafood,14.7,21,0,83.49,Steven Buchanan
10474,3/13/1997,Pericles Comidas clásicas,México D.F.,Mexico,Rhönbräu Klosterbier,Beverages,6.2,10,0,83.49,Steven Buchanan
10475,3/14/1997,Suprêmes délices,Charleroi,Belgium,Gorgonzola Telino,Dairy Products,10,35,0.15,68.52,Anne Dodsworth
10475,3/14/1997,Suprêmes délices,Charleroi,Belgium,Louisiana Hot Spiced Okra,Condiments,13.6,60,0.15,68.52,Anne Dodsworth
10475,3/14/1997,Suprêmes délices,Charleroi,Belgium,Lakkalikööri,Beverages,14.4,42,0.15,68.52,Anne Dodsworth
10476,3/17/1997,HILARION-Abastos,San Cristóbal,Venezuela,Pâté chinois,Meat/Poultry,19.2,2,0.05,4.41,Laura Callahan
10476,3/17/1997,HILARION-Abastos,San Cristóbal,Venezuela,Outback Lager,Beverages,12,12,0,4.41,Laura Callahan
10477,3/17/1997,Princesa Isabel Vinhos,Lisboa,Portugal,Chai,Beverages,14.4,15,0,13.02,Steven Buchanan
10477,3/17/1997,Princesa Isabel Vinhos,Lisboa,Portugal,Sir Rodney's Scones,Confections,8,21,0.25,13.02,Steven Buchanan
10477,3/17/1997,Princesa Isabel Vinhos,Lisboa,Portugal,Chartreuse verte,Beverages,14.4,20,0.25,13.02,Steven Buchanan
10478,3/18/1997,Victuailles en stock,Lyon,France,Ikura,Seafood,24.8,20,0.05,4.81,Andrew Fuller
10479,3/19/1997,Rattlesnake Canyon Grocery,Albuquerque,USA,Côte de Blaye,Beverages,210.8,30,0,708.95,Janet Leverling
10479,3/19/1997,Rattlesnake Canyon Grocery,Albuquerque,USA,Perth Pasties,Meat/Poultry,26.2,28,0,708.95,Janet Leverling
10479,3/19/1997,Rattlesnake Canyon Grocery,Albuquerque,USA,Raclette Courdavault,Dairy Products,44,60,0,708.95,Janet Leverling
10479,3/19/1997,Rattlesnake Canyon Grocery,Albuquerque,USA,Wimmers gute Semmelknödel,Grains/Cereals,26.6,30,0,708.95,Janet Leverling
10480,3/20/1997,Folies gourmandes,Lille,France,Zaanse koeken,Confections,7.6,30,0,1.35,Michael Suyama
10480,3/20/1997,Folies gourmandes,Lille,France,Raclette Courdavault,Dairy Products,44,12,0,1.35,Michael Suyama
10481,3/20/1997,Ricardo Adocicados,Rio de Janeiro,Brazil,Maxilaku,Confections,16,24,0,64.33,Laura Callahan
10481,3/20/1997,Ricardo Adocicados,Rio de Janeiro,Brazil,Camembert Pierrot,Dairy Products,27.2,40,0,64.33,Laura Callahan
10482,3/21/1997,Lazy K Kountry Store,Walla Walla,USA,Boston Crab Meat,Seafood,14.7,10,0,7.48,Nancy Davolio
10483,3/24/1997,White Clover Markets,Seattle,USA,Sasquatch Ale,Beverages,11.2,35,0.05,15.28,Robert King
10483,3/24/1997,White Clover Markets,Seattle,USA,Original Frankfurter grüne Soße,Condiments,10.4,30,0.05,15.28,Robert King
10484,3/24/1997,B's Beverages,London,UK,Sir Rodney's Scones,Confections,8,14,0,6.88,Janet Leverling
10484,3/24/1997,B's Beverages,London,UK,Boston Crab Meat,Seafood,14.7,10,0,6.88,Janet Leverling
10484,3/24/1997,B's Beverages,London,UK,Manjimup Dried Apples,Produce,42.4,3,0,6.88,Janet Leverling
10485,3/25/1997,LINO-Delicateses,I. de Margarita,Venezuela,Chang,Beverages,15.2,20,0.1,64.45,Margaret Peacock
10485,3/25/1997,LINO-Delicateses,I. de Margarita,Venezuela,Aniseed Syrup,Condiments,8,20,0.1,64.45,Margaret Peacock
10485,3/25/1997,LINO-Delicateses,I. de Margarita,Venezuela,Pâté chinois,Meat/Poultry,19.2,30,0.1,64.45,Margaret Peacock
10485,3/25/1997,LINO-Delicateses,I. de Margarita,Venezuela,Outback Lager,Beverages,12,60,0.1,64.45,Margaret Peacock
10486,3/26/1997,HILARION-Abastos,San Cristóbal,Venezuela,Queso Cabrales,Dairy Products,16.8,5,0,30.53,Nancy Davolio
10486,3/26/1997,HILARION-Abastos,San Cristóbal,Venezuela,Manjimup Dried Apples,Produce,42.4,25,0,30.53,Nancy Davolio
10486,3/26/1997,HILARION-Abastos,San Cristóbal,Venezuela,Longlife Tofu,Produce,8,16,0,30.53,Nancy Davolio
10487,3/26/1997,Queen Cozinha,Sao Paulo,Brazil,Teatime Chocolate Biscuits,Confections,7.3,5,0,71.07,Andrew Fuller
10487,3/26/1997,Queen Cozinha,Sao Paulo,Brazil,Gumbär Gummibärchen,Confections,24.9,30,0,71.07,Andrew Fuller
10487,3/26/1997,Queen Cozinha,Sao Paulo,Brazil,Tourtière,Meat/Poultry,5.9,24,0.25,71.07,Andrew Fuller
10488,3/27/1997,Frankenversand,München,Germany,Raclette Courdavault,Dairy Products,44,30,0,4.93,Laura Callahan
10488,3/27/1997,Frankenversand,München,Germany,Röd Kaviar,Seafood,12,20,0.2,4.93,Laura Callahan
10489,3/28/1997,Piccolo und mehr,Salzburg,Austria,Queso Cabrales,Dairy Products,16.8,15,0.25,5.29,Michael Suyama
10489,3/28/1997,Piccolo und mehr,Salzburg,Austria,Pavlova,Confections,13.9,18,0,5.29,Michael Suyama
10490,3/31/1997,HILARION-Abastos,San Cristóbal,Venezuela,Raclette Courdavault,Dairy Products,44,60,0,210.19,Robert King
10490,3/31/1997,HILARION-Abastos,San Cristóbal,Venezuela,Scottish Longbreads,Confections,10,30,0,210.19,Robert King
10490,3/31/1997,HILARION-Abastos,San Cristóbal,Venezuela,Rhönbräu Klosterbier,Beverages,6.2,36,0,210.19,Robert King
10491,3/31/1997,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,Gula Malacca,Condiments,15.5,15,0.15,16.96,Laura Callahan
10491,3/31/1997,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,Original Frankfurter grüne Soße,Condiments,10.4,7,0.15,16.96,Laura Callahan
10492,4/1/1997,Bottom-Dollar Markets,Tsawassen,Canada,NuNuCa Nuß-Nougat-Creme,Confections,11.2,60,0.05,62.89,Janet Leverling
10492,4/1/1997,Bottom-Dollar Markets,Tsawassen,Canada,Singaporean Hokkien Fried Mee,Grains/Cereals,11.2,20,0.05,62.89,Janet Leverling
10493,4/2/1997,La maison d'Asie,Toulouse,France,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,15,0.1,10.64,Margaret Peacock
10493,4/2/1997,La maison d'Asie,Toulouse,France,Louisiana Hot Spiced Okra,Condiments,13.6,10,0.1,10.64,Margaret Peacock
10493,4/2/1997,La maison d'Asie,Toulouse,France,Gudbrandsdalsost,Dairy Products,28.8,10,0.1,10.64,Margaret Peacock
